X1,Y1,X2,Y2,Text,Xavg,Yavg,again
352.243621,132.588452,361.296814,137.039945,0,356.7702175,134.81419849999997,False
355.363618,125.988458,365.976808,132.599948,.8,360.670213,129.294203,False
205.963601,116.896848,216.216897,125.999950,5°,211.090249,121.448399,False
552.470779,63.102644,563.835349,75.370215,r,558.153064,69.2364295,False
567.830773,64.970524,594.519803,74.026567,Ø0.05,581.175288,69.4985455,False
597.230658,64.970524,610.298778,74.026567,CZ,603.7647179999999,69.4985455,False
614.390754,64.970524,620.927752,74.026567,B,617.659253,69.4985455,False
401.270839,73.182640,416.161081,85.450211,g,408.71596,79.31642550000001,False
420.230832,74.810520,439.239891,83.866563,0.01,429.7353615,79.33854149999999,False
32.150587,143.690493,38.687585,152.746535,B,35.419086,148.218514,False
31.910589,243.770453,38.986619,252.826495,C,35.448604,248.298474,False
823.426286,43.490533,829.963283,52.546575,A,826.6947845,48.018553999999995,False
552.470779,50.930530,562.771048,59.986572,2x,557.6209134999999,55.458551,False
407.750837,53.382648,422.641079,65.650219,b,415.195958,59.516433500000005,False
426.710829,55.010528,445.719889,64.066571,0.01,436.21535900000003,59.5385495,False
449.750820,55.010528,456.287818,64.066571,A,453.019319,59.5385495,False
343.430863,65.055785,353.236372,78.639867,X,348.3336175,71.847826,False
32.390586,544.010333,38.378750,553.066375,F,35.384668,548.538354,False
768.827013,11.450546,774.276145,20.506588,8,771.551579,15.978567,False
342.230863,30.855799,366.796320,44.439881,A-A,354.51359149999996,37.64784,False
370.910771,30.855799,375.806176,44.439881,(,373.3584735,37.64784,False
379.910754,30.855799,388.084462,44.439881,5,383.997608,37.64784,False
392.150721,30.855799,396.237575,44.439881,:,394.194148,37.64784,False
400.190718,30.855799,408.364426,44.439881,1,404.27757199999996,37.64784,False
412.430685,30.855799,417.326089,44.439881,),414.878387,37.64784,False
32.150587,43.490533,38.687585,52.546575,A,35.419086,48.018553999999995,False
32.150587,443.810373,38.687585,452.866415,E,35.419086,448.338394,False
668.627485,11.450546,674.076616,20.506588,7,671.3520504999999,15.978567,False
798.350740,564.107788,803.011241,571.853032,1,800.6809905,567.98041,False
805.430678,564.107788,807.760928,571.853032,/,806.5958029999999,567.98041,False
810.230659,564.107788,814.891160,571.853032,1,812.5609095,567.98041,False
765.587245,575.930320,777.516363,584.986362,A3,771.551804,580.458341,False
